xid,yid,date_id,hour,wind,rainfall
1,89,1,3,10.453,0
1,90,1,3,11.11,0
1,91,1,3,9.388,0
1,92,1,3,9.777,0
1,93,1,3,10.186,0
1,94,1,3,10.63,0
1,95,1,3,10.97,0
1,96,1,3,10.84,0
1,97,1,3,10.882,0
1,98,1,3,11.13,0
1,99,1,3,10.667,0
1,100,1,3,10.9,0
2,1,1,3,9.566,0
2,2,1,3,9.848,0
2,3,1,3,10.141,0
2,4,1,3,10.8,0
2,5,1,3,10.95,0
2,6,1,3,10.85,0
2,7,1,3,10.862,0
2,8,1,3,11.26,0
2,9,1,3,10.951,0
2,10,1,3,10.87,0
2,11,1,3,9.77,0
2,12,1,3,9.932,0
2,13,1,3,10.089,0
2,14,1,3,10.8,0
2,15,1,3,10.94,0
2,16,1,3,10.82,0
2,17,1,3,10.9,0
2,18,1,3,11.36,0
2,19,1,3,11.022,0
2,20,1,3,10.825,0
2,21,1,3,10.024,0
2,22,1,3,10.13,0
2,23,1,3,10.17,0
2,24,1,3,10.91,0
2,25,1,3,10.897,2.74
2,26,1,3,10.82,0.384
2,27,1,3,10.91,0
2,28,1,3,11.43,0
2,29,1,3,11.13,0
2,30,1,3,11.077,0
2,31,1,3,10.255,0
2,32,1,3,10.321,0.185
2,33,1,3,10.327,0.105
2,34,1,3,11.08,0.016
2,35,1,3,10.91,0.034
2,36,1,3,10.791,0.005
2,37,1,3,10.89,0
2,38,1,3,11.42,0
2,39,1,3,11.153,0
2,40,1,3,11.18,0
2,41,1,3,10.211,0.148
2,42,1,3,10.423,1.084
2,43,1,3,10.484,0.369
2,44,1,3,11.1,0.184
2,45,1,3,11.01,0.067
2,46,1,3,10.686,0.008
2,47,1,3,10.9,0.02
2,48,1,3,11.46,0
2,49,1,3,11.32,0
2,50,1,3,11.265,0
2,51,1,3,10.253,0.04
2,52,1,3,10.474,0.021
2,53,1,3,10.54,0
2,54,1,3,11.14,0
2,55,1,3,10.97,0
2,56,1,3,10.683,1.56
2,57,1,3,10.91,1.842
2,58,1,3,11.59,0
2,59,1,3,11.45,0
2,60,1,3,11.44,0
2,61,1,3,10.519,0
2,62,1,3,10.478,0
2,63,1,3,10.496,0
2,64,1,3,11.139,3.038
2,65,1,3,11.011,1.862
2,66,1,3,10.79,0.549
2,67,1,3,11.01,0.53
2,68,1,3,11.49,0
2,69,1,3,11.57,0
2,70,1,3,11.59,0
2,71,1,3,10.503,0
2,72,1,3,10.407,0
2,73,1,3,10.387,0
2,74,1,3,11.124,0.058
2,75,1,3,10.96,0.032
2,76,1,3,10.802,0.001
2,77,1,3,11.14,0.152
2,78,1,3,11.26,0
2,79,1,3,11.513,0
2,80,1,3,11.71,0
2,81,1,3,10.498,0
2,82,1,3,10.447,0
2,83,1,3,10.409,0
2,84,1,3,11.111,0
2,85,1,3,10.913,0
2,86,1,3,10.792,0
2,87,1,3,11.12,0.001
2,88,1,3,11.61,0
2,89,1,3,11.705,0
2,90,1,3,11.73,0
2,91,1,3,10.476,0
2,92,1,3,10.506,0
2,93,1,3,10.463,0
2,94,1,3,11.13,0
2,95,1,3,10.825,0
2,96,1,3,10.681,0
2,97,1,3,11.19,0
2,98,1,3,11.58,0
2,99,1,3,11.81,0
2,100,1,3,11.87,0
3,1,1,3,10.317,0
3,2,1,3,10.66,0
3,3,1,3,10.506,0
3,4,1,3,11.114,0
3,5,1,3,10.81,0
3,6,1,3,10.628,0
3,7,1,3,11.25,0
3,8,1,3,11.47,0
3,9,1,3,11.81,0
3,10,1,3,12.1,0
3,11,1,3,10.289,0
3,12,1,3,10.84,0
3,13,1,3,10.449,0
3,14,1,3,11.15,0
3,15,1,3,11.11,0
3,16,1,3,10.87,0
3,17,1,3,10.797,0
3,18,1,3,11.86,0
3,19,1,3,11.83,0
3,20,1,3,12.14,0
3,21,1,3,10.391,0
3,22,1,3,10.879,0
3,23,1,3,10.524,0
3,24,1,3,11.26,0
3,25,1,3,11.33,0
3,26,1,3,10.88,0
3,27,1,3,11.159,0
3,28,1,3,12.1,0
3,29,1,3,11.81,0
3,30,1,3,12.19,0
3,31,1,3,10.413,0
3,32,1,3,10.814,0
3,33,1,3,10.571,0
3,34,1,3,11.34,0
3,35,1,3,11.32,0
3,36,1,3,10.86,0
3,37,1,3,10.936,0
3,38,1,3,11.98,0
3,39,1,3,11.79,0
3,40,1,3,12.16,0
3,41,1,3,10.447,0
3,42,1,3,10.606,0
3,43,1,3,10.453,0
3,44,1,3,11.34,0
3,45,1,3,11.31,0
3,46,1,3,11.09,0
3,47,1,3,11.7,0
3,48,1,3,12.01,2.294
3,49,1,3,11.83,0.013
3,50,1,3,12.15,0
3,51,1,3,10.568,0
3,52,1,3,10.571,0
3,53,1,3,10.408,0
3,54,1,3,11.45,0
3,55,1,3,11.31,0
3,56,1,3,11.21,0
3,57,1,3,11.74,0
3,58,1,3,12.08,0.344
3,59,1,3,11.79,0.008
3,60,1,3,12.18,0
3,61,1,3,10.767,0
3,62,1,3,10.757,0
3,63,1,3,10.562,0
3,64,1,3,11.48,0
3,65,1,3,11.308,0
3,66,1,3,11.38,0
3,67,1,3,11.85,0
3,68,1,3,12.21,0.002
3,69,1,3,11.88,0
3,70,1,3,12.27,0
3,71,1,3,10.82,0
3,72,1,3,10.87,0
3,73,1,3,10.634,0
3,74,1,3,11.58,0
3,75,1,3,11.33,0
3,76,1,3,11.45,0
3,77,1,3,11.9,0
3,78,1,3,12.31,0
3,79,1,3,11.99,0
3,80,1,3,12.28,0
3,81,1,3,10.88,0
3,82,1,3,10.962,0
3,83,1,3,10.728,0
3,84,1,3,11.6,0
3,85,1,3,11.37,0
3,86,1,3,11.47,0
3,87,1,3,11.86,0
3,88,1,3,12.34,0
3,89,1,3,12.11,0
3,90,1,3,12.26,0
3,91,1,3,11,0
3,92,1,3,11.102,0
3,93,1,3,10.749,0
3,94,1,3,11.56,0
3,95,1,3,11.37,0
3,96,1,3,11.44,0
3,97,1,3,11.92,0
3,98,1,3,12.29,0
3,99,1,3,12.28,0
3,100,1,3,12.26,0
4,1,1,3,10.95,0
4,2,1,3,11.17,0
4,3,1,3,10.849,0
4,4,1,3,11.59,0
4,5,1,3,11.37,0
4,6,1,3,11.54,0
4,7,1,3,12,0
4,8,1,3,12.22,0
4,9,1,3,12.15,0
4,10,1,3,12.18,0
4,11,1,3,10.774,0
4,12,1,3,11.21,0
4,13,1,3,11.147,0
4,14,1,3,11.77,0
4,15,1,3,11.4,0
4,16,1,3,11.56,0
4,17,1,3,12.07,0
4,18,1,3,12.26,0
4,19,1,3,12.16,0
4,20,1,3,12.16,0
4,21,1,3,10.68,0
4,22,1,3,11.17,0
4,23,1,3,11.32,0
4,24,1,3,11.93,0
4,25,1,3,11.44,0
4,26,1,3,11.58,0
4,27,1,3,12.14,0
4,28,1,3,12.26,0
4,29,1,3,12.26,0
4,30,1,3,12.1,0
4,31,1,3,10.779,0
4,32,1,3,11.07,0
4,33,1,3,11.36,0
4,34,1,3,12,0
4,35,1,3,11.54,0
4,36,1,3,11.68,0
4,37,1,3,12.22,0
4,38,1,3,12.22,0
4,39,1,3,12.34,0
4,40,1,3,12.13,0
4,41,1,3,10.93,0
4,42,1,3,11.06,0
4,43,1,3,11.42,0
4,44,1,3,11.77,0
4,45,1,3,11.64,0
4,46,1,3,11.81,0
4,47,1,3,12.34,0
4,48,1,3,12.18,0
4,49,1,3,12.38,0
4,50,1,3,12.24,0
4,51,1,3,11.08,0
4,52,1,3,11.16,0
4,53,1,3,11.43,0
4,54,1,3,11.62,0
4,55,1,3,11.83,0
4,56,1,3,11.96,0
4,57,1,3,12.57,0
4,58,1,3,12.29,0
4,59,1,3,12.48,0
4,60,1,3,12.28,0
4,61,1,3,11.12,0
4,62,1,3,11.22,0
4,63,1,3,11.5,0
4,64,1,3,11.8,0
4,65,1,3,11.84,0.038
4,66,1,3,12.08,0
4,67,1,3,12.9,0
4,68,1,3,12.41,0
4,69,1,3,12.53,0
4,70,1,3,12.18,0
4,71,1,3,11.06,0
4,72,1,3,11.21,0
4,73,1,3,11.5,0
4,74,1,3,11.93,0
4,75,1,3,11.81,0
4,76,1,3,12.23,0
4,77,1,3,12.88,0
4,78,1,3,12.4,0
4,79,1,3,12.51,0
4,80,1,3,12.03,0
4,81,1,3,11.1,0
4,82,1,3,11.14,0
4,83,1,3,11.42,0
4,84,1,3,11.98,0
4,85,1,3,11.77,0
4,86,1,3,12.33,0
4,87,1,3,12.63,0
4,88,1,3,12.49,0
4,89,1,3,12.49,0
4,90,1,3,12.32,0
4,91,1,3,11.27,0
4,92,1,3,11.24,0
4,93,1,3,11.35,0
4,94,1,3,11.96,0
4,95,1,3,11.75,0
4,96,1,3,12.35,0
4,97,1,3,12.44,0
4,98,1,3,12.42,0
4,99,1,3,12.51,0
4,100,1,3,12.22,0
5,1,1,3,11.39,0
5,2,1,3,11.25,0
5,3,1,3,11.37,0
5,4,1,3,11.97,0
5,5,1,3,11.68,0
5,6,1,3,12.43,0
5,7,1,3,12.49,0
5,8,1,3,12.37,0
5,9,1,3,12.57,0
5,10,1,3,12.16,0
5,11,1,3,11.46,0
5,12,1,3,11.19,0
5,13,1,3,11.44,0
5,14,1,3,12.04,0
5,15,1,3,11.72,0
5,16,1,3,12.63,0
5,17,1,3,12.39,0
5,18,1,3,12.38,0
5,19,1,3,12.67,0
5,20,1,3,12.19,0
5,21,1,3,11.52,0
5,22,1,3,11.31,0
5,23,1,3,11.54,0
5,24,1,3,12.11,0
5,25,1,3,11.79,0
5,26,1,3,12.78,0
5,27,1,3,12.69,0
5,28,1,3,12.31,0
5,29,1,3,12.85,0
5,30,1,3,12.31,0
5,31,1,3,11.53,0
5,32,1,3,11.6,0
5,33,1,3,11.6,0
5,34,1,3,12.14,0
5,35,1,3,11.93,0
5,36,1,3,12.9,0.736
5,37,1,3,12.72,0
5,38,1,3,12.13,0
5,39,1,3,12.86,0
5,40,1,3,12.4,0
5,41,1,3,11.48,0
5,42,1,3,11.8,0
5,43,1,3,11.58,0
5,44,1,3,12.11,0
5,45,1,3,12.07,0
5,46,1,3,12.98,0.148
5,47,1,3,12.2,0.1
5,48,1,3,12.22,0
5,49,1,3,12.78,0
5,50,1,3,12.56,0
5,51,1,3,11.41,0
5,52,1,3,11.98,0
5,53,1,3,11.59,0
5,54,1,3,12.09,1.376
5,55,1,3,12.23,1.309
5,56,1,3,12.93,0.204
5,57,1,3,12.35,0.031
5,58,1,3,12.45,0
5,59,1,3,12.76,0
5,60,1,3,12.71,0
5,61,1,3,11.53,0
5,62,1,3,12.14,0
5,63,1,3,11.467,0
5,64,1,3,12.18,0
5,65,1,3,12.3,0.004
5,66,1,3,12.95,0
5,67,1,3,12.66,0.002
5,68,1,3,12.5,0
5,69,1,3,12.9,0
5,70,1,3,12.53,0
5,71,1,3,11.68,0
5,72,1,3,12.25,0
5,73,1,3,11.648,0
5,74,1,3,12.28,0
5,75,1,3,12.29,0
5,76,1,3,12.98,0
5,77,1,3,12.75,0.003
5,78,1,3,12.44,0
5,79,1,3,12.86,0
5,80,1,3,12.04,0
5,81,1,3,11.8,0
5,82,1,3,12.25,0
5,83,1,3,11.71,0
5,84,1,3,12.36,0
5,85,1,3,12.35,0
5,86,1,3,13,0
5,87,1,3,12.56,0
5,88,1,3,11.65,0
5,89,1,3,12.89,0
5,90,1,3,12.78,0
5,91,1,3,11.9,0
5,92,1,3,12.18,0
5,93,1,3,11.64,0
5,94,1,3,12.33,0
5,95,1,3,12.36,0
5,96,1,3,13.07,0
5,97,1,3,12.287,0
5,98,1,3,12.46,0
5,99,1,3,12.82,0
5,100,1,3,12.72,0
6,1,1,3,11.98,0
6,2,1,3,12.13,0
6,3,1,3,11.72,0
6,4,1,3,12.34,0
6,5,1,3,12.34,0
6,6,1,3,13.15,0
6,7,1,3,12.48,0
6,8,1,3,12.34,0
6,9,1,3,12.87,0
6,10,1,3,12.84,0
6,11,1,3,12.03,0
6,12,1,3,12.08,0
6,13,1,3,11.85,0
6,14,1,3,12.42,0
6,15,1,3,12.41,0
6,16,1,3,13.16,0
6,17,1,3,12.55,0
6,18,1,3,12.34,0
6,19,1,3,12.81,0
6,20,1,3,12.88,0
6,21,1,3,12.13,0
6,22,1,3,12.18,0
6,23,1,3,11.94,0.001
6,24,1,3,12.5,0
6,25,1,3,12.59,0
6,26,1,3,13.08,0
6,27,1,3,12.69,0
6,28,1,3,12.43,0
6,29,1,3,12.8,0
6,30,1,3,12.97,0
6,31,1,3,12.27,0
6,32,1,3,12.26,0
6,33,1,3,11.94,0
6,34,1,3,12.6,0
6,35,1,3,12.92,0
6,36,1,3,13.11,0
6,37,1,3,12.74,0
6,38,1,3,12.47,0
6,39,1,3,12.84,0
6,40,1,3,13.12,0
6,41,1,3,12.47,0
6,42,1,3,12.3,0
6,43,1,3,11.9,0
6,44,1,3,12.63,0.066
6,45,1,3,13.32,0
6,46,1,3,13.33,0
6,47,1,3,12.89,0
6,48,1,3,12.49,0
6,49,1,3,12.96,0
6,50,1,3,13.24,0
6,51,1,3,12.54,0
6,52,1,3,12.31,0
6,53,1,3,12.26,0
6,54,1,3,12.52,1.205
6,55,1,3,13.46,0.015
6,56,1,3,13.59,0
6,57,1,3,13.06,0
6,58,1,3,12.53,0
6,59,1,3,12.94,0
6,60,1,3,13.32,0
6,61,1,3,12.65,0
6,62,1,3,12.33,0
6,63,1,3,12.51,0
6,64,1,3,12.3,0.957
6,65,1,3,13.33,0
6,66,1,3,13.71,0
6,67,1,3,13.19,0
6,68,1,3,12.57,0
6,69,1,3,12.83,0
6,70,1,3,13.48,0
6,71,1,3,12.77,0
6,72,1,3,12.36,0
6,73,1,3,12.66,0.005
6,74,1,3,12.18,0.007
6,75,1,3,13.19,0
6,76,1,3,13.75,0
6,77,1,3,13.36,0
6,78,1,3,12.55,0
6,79,1,3,12.63,0
6,80,1,3,13.6,0
6,81,1,3,12.8,0
6,82,1,3,12.53,0
6,83,1,3,12.8,0
6,84,1,3,12.02,0.014
6,85,1,3,13.15,0.024
6,86,1,3,13.8,0.004
6,87,1,3,13.55,0
6,88,1,3,12.6,0
6,89,1,3,12.118,0
6,90,1,3,13.65,0
6,91,1,3,12.79,0
6,92,1,3,12.68,0
6,93,1,3,12.73,0
6,94,1,3,11.9,3.967
6,95,1,3,13.15,0.524
6,96,1,3,13.79,0.002
6,97,1,3,13.64,0
6,98,1,3,12.58,0
6,99,1,3,12.116,0
6,100,1,3,13.72,0
7,1,1,3,12.78,0
7,2,1,3,12.72,0
7,3,1,3,12.602,0
7,4,1,3,11.81,0.002
7,5,1,3,13.24,0.004
7,6,1,3,13.91,0
7,7,1,3,13.69,0
7,8,1,3,12.64,0
7,9,1,3,12.38,0
7,10,1,3,13.83,0
7,11,1,3,12.74,0
7,12,1,3,12.87,0
7,13,1,3,12.894,0
7,14,1,3,11.77,0
7,15,1,3,13.24,0
7,16,1,3,13.82,0
7,17,1,3,13.74,0
7,18,1,3,12.8,0
7,19,1,3,12.99,0
7,20,1,3,13.87,0
7,21,1,3,12.74,0
7,22,1,3,13.02,0
7,23,1,3,13.18,0
7,24,1,3,11.72,0.026
7,25,1,3,13.34,0
7,26,1,3,13.69,0
7,27,1,3,13.78,0
7,28,1,3,12.98,0
7,29,1,3,12.96,0
7,30,1,3,13.85,0
7,31,1,3,12.68,0
7,32,1,3,13.03,0
7,33,1,3,13.1,0
7,34,1,3,11.7,0.226
7,35,1,3,13.46,0
7,36,1,3,13.56,0
7,37,1,3,13.82,0
7,38,1,3,13.09,0
7,39,1,3,12.85,0
7,40,1,3,13.72,0
7,41,1,3,12.68,0
7,42,1,3,13.07,0
7,43,1,3,12.683,0
7,44,1,3,11.72,0.151
7,45,1,3,13.5,0
7,46,1,3,13.66,0.01
7,47,1,3,14.01,0
7,48,1,3,13.04,0
7,49,1,3,12.446,3.083
7,50,1,3,13.61,0.702
7,51,1,3,12.68,0
7,52,1,3,13.11,0
7,53,1,3,12.706,0
7,54,1,3,11.76,0
7,55,1,3,13.6,0
7,56,1,3,13.81,0.338
7,57,1,3,14.27,0
7,58,1,3,13.18,0
7,59,1,3,13.64,0.7
7,60,1,3,13.51,0.402
7,61,1,3,12.79,0
7,62,1,3,13.13,0
7,63,1,3,12.77,0
7,64,1,3,11.74,0
7,65,1,3,13.68,0
7,66,1,3,13.92,0.006
7,67,1,3,14.5,0
7,68,1,3,13.34,0
7,69,1,3,13.53,0.031
7,70,1,3,13.5,0.387
7,71,1,3,12.91,0
7,72,1,3,13.15,0
7,73,1,3,13.205,0
7,74,1,3,11.72,0
7,75,1,3,13.7,0
7,76,1,3,14.06,0
7,77,1,3,14.37,0
7,78,1,3,13.76,0
7,79,1,3,13.61,0
7,80,1,3,13.86,0.104
7,81,1,3,13,0
7,82,1,3,13.25,0
7,83,1,3,13.53,0
7,84,1,3,11.76,0
7,85,1,3,13.91,0
7,86,1,3,14.12,0
7,87,1,3,14.36,0
7,88,1,3,13.86,0
7,89,1,3,13.6,0
7,90,1,3,13.98,0.004
7,91,1,3,13.08,0
7,92,1,3,13.46,0
7,93,1,3,12.967,0
7,94,1,3,11.76,0
7,95,1,3,14.04,0
7,96,1,3,14,0
7,97,1,3,14.51,0
7,98,1,3,13.94,0
7,99,1,3,13.61,0
7,100,1,3,13.96,0
8,1,1,3,13.07,0
8,2,1,3,13.56,0
8,3,1,3,12.761,0
8,4,1,3,11.8,0
8,5,1,3,14.13,0
8,6,1,3,13.83,0
8,7,1,3,14.55,0
8,8,1,3,13.87,0
8,9,1,3,13.66,0
8,10,1,3,13.88,0
8,11,1,3,13.1,0
8,12,1,3,13.62,0
8,13,1,3,12.92,0
8,14,1,3,11.92,0
8,15,1,3,14.2,0
8,16,1,3,13.72,0
8,17,1,3,14.77,0
8,18,1,3,13.72,0
8,19,1,3,13.76,0
8,20,1,3,13.96,0
8,21,1,3,13.17,0
8,22,1,3,13.69,0
8,23,1,3,13.44,0
8,24,1,3,12,0
8,25,1,3,14.18,0
8,26,1,3,13.79,0
8,27,1,3,14.93,0
8,28,1,3,13.87,0
8,29,1,3,13.9,0
8,30,1,3,14.01,0
8,31,1,3,13.19,0
8,32,1,3,13.61,0
8,33,1,3,13.45,0
8,34,1,3,12.04,0
8,35,1,3,14.17,0.005
8,36,1,3,13.8,0
8,37,1,3,14.48,0
8,38,1,3,14.09,0
8,39,1,3,14.02,0
8,40,1,3,14.09,0
8,41,1,3,13.21,0
8,42,1,3,13.5,0
8,43,1,3,13.72,0
8,44,1,3,12.01,0
8,45,1,3,14.07,0
8,46,1,3,13.74,0
8,47,1,3,14.37,0
8,48,1,3,13.99,0
8,49,1,3,14.08,0
8,50,1,3,14.13,0
8,51,1,3,13.18,0
8,52,1,3,13.29,0
8,53,1,3,13.73,0
8,54,1,3,11.98,0
8,55,1,3,13.83,0
8,56,1,3,13.79,0
8,57,1,3,14.63,0
8,58,1,3,13.64,0
8,59,1,3,14.12,0
8,60,1,3,14.17,0
8,61,1,3,13.2,0
8,62,1,3,13.42,0
8,63,1,3,13.92,0
8,64,1,3,12.04,0
8,65,1,3,13.7,0
8,66,1,3,13.76,0
8,67,1,3,14.97,0
8,68,1,3,13.75,0
8,69,1,3,14.09,0
8,70,1,3,14.26,0.002
8,71,1,3,13.27,0
8,72,1,3,13.46,0
8,73,1,3,13.74,0
8,74,1,3,12.09,0
8,75,1,3,13.67,0
8,76,1,3,14.02,0
8,77,1,3,14.95,0
8,78,1,3,14.39,0
8,79,1,3,14.15,0
8,80,1,3,14.34,0.749
8,81,1,3,13.27,0
8,82,1,3,13.47,0
8,83,1,3,13.77,0
8,84,1,3,12.11,0
8,85,1,3,13.58,0
8,86,1,3,14.21,0
8,87,1,3,14.8,5.037
8,88,1,3,14.22,1.996
8,89,1,3,14.54,0.695
8,90,1,3,14.41,0.963
8,91,1,3,13.31,0
8,92,1,3,13.52,0
8,93,1,3,13.91,0
8,94,1,3,12.39,0
8,95,1,3,13.47,0
8,96,1,3,14.3,0
8,97,1,3,13.594,0.208
8,98,1,3,14.29,0.142
8,99,1,3,14.97,0.013
8,100,1,3,14.42,0.1
9,1,1,3,13.36,0
9,2,1,3,13.58,0
9,3,1,3,13.89,0
9,4,1,3,12.51,0
9,5,1,3,13.45,0
9,6,1,3,14.29,0
9,7,1,3,14,0.002
9,8,1,3,14.29,0
9,9,1,3,15.04,0
9,10,1,3,14.44,0.005
9,11,1,3,13.31,0
9,12,1,3,13.74,0
9,13,1,3,13.81,0
9,14,1,3,12.37,0
9,15,1,3,13.42,0
9,16,1,3,14.32,0
9,17,1,3,15.06,0
9,18,1,3,14.92,0
9,19,1,3,14.91,0
9,20,1,3,14.57,0.275
9,21,1,3,13.24,0
9,22,1,3,13.9,0
9,23,1,3,13.82,0
9,24,1,3,12.677,0
9,25,1,3,13.3,0
9,26,1,3,14.42,0
9,27,1,3,15.22,0
9,28,1,3,14.83,0
9,29,1,3,14.76,0
9,30,1,3,14.4,0.131
9,31,1,3,13.22,0
9,32,1,3,13.92,0
9,33,1,3,13.87,0
9,34,1,3,13.42,0
9,35,1,3,13.09,0
9,36,1,3,14.45,0
9,37,1,3,15.32,0.392
9,38,1,3,14.61,0
9,39,1,3,14.56,0
9,40,1,3,14.47,0.004
9,41,1,3,13.18,0
9,42,1,3,13.93,0
9,43,1,3,14.01,0
9,44,1,3,13.52,0
9,45,1,3,13.04,0
9,46,1,3,14.3,0
9,47,1,3,15.35,0.017
9,48,1,3,14.67,0
9,49,1,3,14.59,0
9,50,1,3,14.71,0
9,51,1,3,13.31,0
9,52,1,3,13.89,0
9,53,1,3,14.25,0
9,54,1,3,13.47,0
9,55,1,3,13.07,0
9,56,1,3,14.58,0
9,57,1,3,15.3,0
9,58,1,3,14.77,0
9,59,1,3,15.09,0
9,60,1,3,14.86,0
9,61,1,3,13.46,0
9,62,1,3,13.86,0
9,63,1,3,14.47,0
9,64,1,3,13.37,0
9,65,1,3,13.18,0
9,66,1,3,14.65,0
9,67,1,3,15.23,0
9,68,1,3,14.55,0
9,69,1,3,14.96,0
9,70,1,3,15.17,0
9,71,1,3,13.51,0
9,72,1,3,14.01,0
9,73,1,3,14.54,0
9,74,1,3,13.85,0
9,75,1,3,13.27,0
9,76,1,3,14.68,0
9,77,1,3,15.28,0
9,78,1,3,14.51,0
9,79,1,3,15.42,0
9,80,1,3,15.25,0
9,81,1,3,13.56,0
9,82,1,3,14.05,0
9,83,1,3,14.61,0
9,84,1,3,14.03,0
9,85,1,3,13.36,0
9,86,1,3,14.67,0
9,87,1,3,15.48,0
9,88,1,3,14.71,0
9,89,1,3,15.24,0
9,90,1,3,15.28,0
9,91,1,3,13.59,0
9,92,1,3,14.12,0
9,93,1,3,14.58,0
9,94,1,3,14.32,0
9,95,1,3,13.46,0
9,96,1,3,14.67,0
9,97,1,3,15.61,0
9,98,1,3,15.07,0
9,99,1,3,15.06,0
9,100,1,3,16.04,0
10,1,1,3,13.59,0
10,2,1,3,14.28,0
10,3,1,3,14.63,0
10,4,1,3,14.54,0
10,5,1,3,13.53,0
10,6,1,3,14.62,0
10,7,1,3,15.59,0
10,8,1,3,15.33,0
10,9,1,3,15.25,0
10,10,1,3,15.86,0
10,11,1,3,13.56,0
10,12,1,3,14.45,0
10,13,1,3,14.54,0
10,14,1,3,14.32,0
10,15,1,3,13.61,0
10,16,1,3,14.6,0
10,17,1,3,15.64,0
10,18,1,3,15.5,0.116
10,19,1,3,15.41,0.028
10,20,1,3,15.74,0.043
10,21,1,3,13.52,0
10,22,1,3,14.54,0
10,23,1,3,14.49,0
10,24,1,3,13.93,0
10,25,1,3,13.66,0
10,26,1,3,14.56,0
10,27,1,3,15.7,0
10,28,1,3,15.48,0.005
10,29,1,3,15.56,0.043
10,30,1,3,15.74,0.035
10,31,1,3,13.55,0
10,32,1,3,14.56,0
10,33,1,3,14.47,0
10,34,1,3,13.9,0
10,35,1,3,13.62,0
10,36,1,3,14.56,0
10,37,1,3,15.76,0
10,38,1,3,15.56,0
10,39,1,3,15.66,0.001
10,40,1,3,15.75,0.001
10,41,1,3,13.64,0
10,42,1,3,14.45,0
10,43,1,3,14.55,0
10,44,1,3,14.27,0
10,45,1,3,13.6,0
10,46,1,3,14.59,0
10,47,1,3,15.81,0
10,48,1,3,15.77,0
10,49,1,3,15.69,0
10,50,1,3,15.77,0
10,51,1,3,13.67,0
10,52,1,3,14.45,0
10,53,1,3,14.46,0
10,54,1,3,14.36,0
10,55,1,3,13.77,0
10,56,1,3,14.62,0
10,57,1,3,15.87,0
10,58,1,3,15.85,0
10,59,1,3,15.76,0
10,60,1,3,15.96,0
10,61,1,3,13.69,0
10,62,1,3,14.49,0
10,63,1,3,14.43,0
10,64,1,3,14.71,0
10,65,1,3,14.05,0
10,66,1,3,14.71,0
10,67,1,3,15.95,0
10,68,1,3,15.8,0
10,69,1,3,15.84,0
10,70,1,3,16.18,0
10,71,1,3,13.72,0
10,72,1,3,14.54,0
10,73,1,3,14.52,0
10,74,1,3,14.93,0
10,75,1,3,14.2,0
10,76,1,3,14.71,0
10,77,1,3,15.94,0
10,78,1,3,15.73,0
10,79,1,3,16.01,0.006
10,80,1,3,16.5,0.009
10,81,1,3,13.75,0
10,82,1,3,14.6,0
10,83,1,3,14.68,0
